ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE	LEVEL
641	叭	叭	pa53	baa1	象聲詞		1
642	叭	叭	pa33	baa2	喇叭		1
643	叭	叭	pa55	baa3	象聲詞；唵嘛呢叭咪吽		1
644	叮	叮	teŋ53	ding1			1
645	可	可	kʰo33	ko2			1
646	台	台	tai21	daai4			1
647	枱	台	tai21	daai4			1
648	檯	台	tai21	daai4			1
649	臺	台	tai21	daai4			1
650	颱	台	tai21	daai4			1
651	史	史	ʃɐi33	sai2			1
652	右	右	jɐu22	jau6			1
653	叶	叶	hip3	hip2	叶韻，同協字		1
654	葉	叶	jip24	jip5			1
655	號	号	hau22	haau6	號碼		1
656	號	号	hau21	haau4	呼號		1
657	司	司	ɬi53	sli1			1
658	嘆	叹	tʰan55	taan3			1
659	歎	叹	tʰan55	taan3			1
660	叼	叼	tiu53	diu1			1
661	嘰	叽	ki53	gi1			1
662	吁	吁	hy53	hyu1	長吁短嘆		1
663	籲	吁	jy22	jyu6	呼籲		1
664	吃	吃	hek3	hik2	吃飯		1
665	吃	吃	kɐt3	gat2	口吃		1
666	喫	吃	hek3	hik2			1
667	各	各	kak3	gaak2			1
668	吆	吆	∅ɛu53	eu1	叫，喊	(白)	1
669	吆	吆	jiu53	jiu1	吆喝		1
670	合	合	hap2	haap6	合作		1
671	合	合	kap3	gaap2	十合爲一升		1
672	吉	吉	kɐt3	gat2			1
673	吊	吊	tiu55	diu3			1
674	弔	吊	tiu55	diu3			1
675	同	同	tœŋ21	doeng4			1
676	衕	同	tœŋ21	doeng4	衚衕		1
677	名	名	meŋ21	ming4			1
678	后	后	hɐu22	hau6			1
679	後	后	hɐu22	hau6			1
680	吏	吏	li22	li6			1
681	吐	吐	tʰu55	tu3			1
682	向	向	hiɐŋ55	hiang3			1
683	嚮	向	hiɐŋ55	hiang3			1
684	曏	向	hiɐŋ55	hiang3			1
685	吓	吓	hiɐk3	hiak2	同嚇字		1
686	吓	吓	ha53	haa1	嘆詞		1
687	吓	吓	ja24	jaa5	同下字；同哈字，表疑問		1
688	嚇	吓	hiɐk3	hiak2			1
689	呂	吕	ly24	lyu5			1
690	嗎	吗	ma53	maa1	疑問助詞		1
691	嗎	吗	ma24	maa5	嗎啡；句末疑問詞，又作嘛字		1
692	君	君	kʷɐn53	gwan1			1
693	吝	吝	lɐn22	lan6			1
694	吞	吞	tʰɐn53	tan1			1
695	吟	吟	ŋɐm21	ngam4	～沉，嘮叨，與噏/𡀾對轉，又作啽字	(白)	1
696	吟	吟	jɐm21	jam4			1
697	吠	吠	fi22	fi6			1
698	否	否	fɐu24	fau5	否定		1
699	否	否	pʰi33	pi2	否極泰來		1
700	吧	吧	pa53	baa1	酒吧		1
701	吧	吧	pa22	baa6	助詞		1
702	吨	吨	tɐn53	dan1	同噸字		1
703	噸	吨	tɐn53	dan1			1
704	吩	吩	fɐn53	fan1			1
705	含	含	ham21	haam4			1
706	听	听	jɐn24	jan5	笑貌		1
707	听	听	tʰeŋ53	ting1	同聽字		1
708	听	听	tʰeŋ55	ting3	同聽字		1
709	聽	听	tʰeŋ53	ting1	聽見		1
710	聽	听	tʰeŋ55	ting3	聽候		1
711	吭	吭	haŋ21	haang4	引吭高歌		1
712	吭	吭	hɐŋ53	hang1	不吭聲		1
713	吮	吮	ʃɐn24	san5			1
714	啓	启	hi33	hi2		(又)	1
715	啓	启	kʰɐi33	kai2			1
716	啟	启	hi33	hi2		(又)	1
717	啟	启	kʰɐi33	kai2			1
718	吱	吱	tʃi53	zi1			1
719	吳	吴	ŋu21	ngu4		(老派)	1
720	吳	吴	ŋ̍21	ng4			1
721	吵	吵	tʃʰau33	caau2			1
722	吸	吸	kʰɐp3	kap2			1
723	吹	吹	tʃʰui53	cui1			1
724	吻	吻	mɐn24	man5			1
725	吼	吼	hɐu33	hau2			1
726	吾	吾	ŋu21	ngu4		(老派)	1
727	吾	吾	ŋ̍21	ng4			1
728	呀	呀	ja53	jaa1		(又)	1
729	呀	呀	ja21	jaa4	表承接語氣	(又)	1
730	呀	呀	∅a53	aa1			1
731	呆	呆	tai53	daai1	書呆子，癡呆		1
732	呆	呆	ŋai21	ngaai4	呆板		1
733	獃	呆	tai53	daai1	書獃子，癡獃		1
734	獃	呆	ŋai21	ngaai4	獃板		1
735	呈	呈	tʃeŋ21	zing4			1
736	告	告	kau55	gaau3			1
737	吶	呐	nap2	naap6	吶喊，嗩吶		1
738	吶	呐	nɐt2	nat6	同訥字		1
739	嘔	呕	∅ɐu33	au2			1
740	員	员	jyn21	jyun4			1
741	嗆	呛	tʃʰiɐŋ55	ciang3	油煙嗆人		1
742	嗆	呛	tʃʰiɐŋ53	ciang1	吃飯嗆着		1
743	嗚	呜	wu53	wu1			1
744	呢	呢	ni55	ni3	細～～，小貌；唵嘛呢叭咪吽；粵字，這，本字爾，本地用阿/亞（箇）	(語)	1
745	呢	呢	ne21	ne4	表祈求或指向	(語)	1
746	呢	呢	ne24	ne5	表提請注意或指向	(語)	1
747	呢	呢	nɐi21	nai4	呢絨，呢喃		1
748	呢	呢	ne53	ne1	助詞		1
749	周	周	tʃɐu53	zau1			1
750	週	周	tʃɐu53	zau1			1
751	味	味	mi22	mi6			1
752	呵	呵	ho24	ho5	吆喝牛的用語	(語)	1
753	呵	呵	ho53	ho1			1
754	呻	呻	ʃɐn55	san3	訴苦	(語)	1
755	呻	呻	ʃɐn53	san1	呻吟		1
756	呼	呼	hu53	hu1			1
757	命	命	meŋ22	ming6			1
758	咄	咄	tut3	dut2		(又)	1
759	咄	咄	tot5	dot3	～嘴，嘬嘴	(語)	1
760	咄	咄	tɐt3	dat2	咄咄逼人		1
761	咋	咋	tʃa55	zaa3			1
762	和	和	hu21	hu4	和氣，和牌，和尚	(又)	1
763	和	和	ho21	ho4	和麪，和氣，和棋		1
764	詠	咏	weŋ24	wing5			1
765	咐	咐	fu22	fu6		(又)	1
766	咐	咐	fu55	fu3			1
767	咒	咒	tʃɐu55	zau3			1
768	咕	咕	ku21	gu4	死～～，死板	(語)	1
769	咕	咕	ku53	gu1			1
770	咖	咖	kʰa53	kaa1	咖啡		1
771	咖	咖	ka55	gaa3	咖喱		1
772	嚨	咙	lœŋ21	loeng4			1
773	咧	咧	lyt24	lyut5	咧嘴	(又)	1
774	咧	咧	le21	le4	語氣詞；𠯔斜～，嘆詞，呸	(語)	1
775	咧	咧	lit2	lit6	咧嘴		1
776	咧	咧	le55	le3	大大咧咧；唓[tʃʰɛ55]咧，話多，本字啁嘐（嘐啁）		1
777	咨	咨	tʃi53	zi1			1
778	諮	咨	tʃi53	zi1			1
779	咪	咪	mɐi55	mai3	不要，冇係的合音	(語)	1
780	咪	咪	mi55	mi3	貓咪；唵嘛呢叭咪吽		1
781	咪	咪	mɐi55	mai3	麥克風		1
782	咬	咬	ȵau24	njaau5			1
783	咱	咱	tʃa53	zaa1			1
784	咳	咳	kʰɐt3	kat2			1
785	咸	咸	ham21	haam4			1
786	鹹	咸	ham21	haam4			1
787	咽	咽	jin55	jin3	吞咽	(又)	1
788	咽	咽	jin53	jin1	咽喉	(又)	1
789	咽	咽	jit3	jit2	哽咽	(又)	1
790	咽	咽	jyn55	jyun3	吞咽		1
791	咽	咽	jyn53	jyun1	咽喉		1
792	咽	咽	jyt3	jyut2	哽咽		1
793	嚥	咽	jin55	jin3		(又)	1
794	嚥	咽	jyn55	jyun3			1
795	哀	哀	∅ai53	aai1			1
796	品	品	pʰɐn33	pan2		(又)	1
797	品	品	pʰɐm33	pam2			1
798	哄	哄	hœŋ22	hoeng6	起哄		1
799	哄	哄	hœŋ33	hoeng2	哄騙		1
800	哄	哄	hœŋ53	hoeng1	亂哄哄		1
801	鬨	哄	hœŋ22	hoeng6	起鬨		1
802	哆	哆	te55	de3	嗬[ho21]～，嗩吶	(語)	1
803	哆	哆	to53	do1	哆嗦		1
804	哆	哆	tʃʰi33	ci2	張口		1
805	哇	哇	wa21	waa4	表讚歎	(語)	1
806	哇	哇	wa53	waa1			1
807	哈	哈	ha21	haa4	笑～～，元音象義；～一口氣	(又)	1
808	哈	哈	he21	he4	笑～～，元音象義，又作嘻字	(又)	1
809	哈	哈	ŋɐp2	ngap6	動口貌	(語)	1
810	哈	哈	ŋap5	ngaap3	咧開貌	(語)	1
811	哈	哈	ha24	haa5	表疑問，又作嗄/吓字	(語)	1
812	哈	哈	ŋɛp2	ngep6	㪗氣～～，氣喘吁吁	(語)	1
813	哈	哈	ha53	haa1	哈哈笑		1
814	哉	哉	tʃai53	zaai1			1
815	響	响	hiɐŋ33	hiang2			1
816	哎	哎	∅ɐi53	ai1		(又)	1
817	哎	哎	∅ai53	aai1			1
818	啞	哑	∅a33	aa2	啞巴		1
819	啞	哑	∅iɐk3	iak2	啞然失笑		1
820	嘩	哗	wa53	waa1	同譁字		1
821	嘩	哗	wa21	waa4	嘆詞		1
822	譁	哗	wa53	waa1			1
823	喲	哟	jo53	jo1			1
824	哥	哥	ko53	go1			1
825	哦	哦	∅o21	o4	表應允或醒悟		1
826	哦	哦	∅o24	o5	表驚奇或懷疑		1
827	哦	哦	ŋo21	ngo4	吟哦		1
828	哨	哨	ʃau55	saau3	哨牙，齙牙		1
829	哩	哩	le21	le4	語氣詞；𠯔斜～，嘆詞，呸	(語)	1
830	哩	哩	le55	le3	茄哩啡，龍套，英語carefree	(外)	1
831	哩	哩	li53	li1	哩哩啦啦		1
832	哩	哩	li24	li5	英里		1
833	哩	哩	le53	le1	助詞		1
834	哪	哪	na33	naa2	哪些，哪個		1
835	哪	哪	na21	naa4	哪吒		1
836	哭	哭	hœk3	hoek2			1
837	哮	哮	hau53	haau1			1
838	哲	哲	tʃit3	zit2		(又)	1
839	哲	哲	tʃyt3	zyut2			1
840	哺	哺	pu22	bu6		(又)	1
841	哺	哺	pʰu33	pu2			1
842	哼	哼	hɐŋ53	hang1	哼唱		1
843	哼	哼	hŋ22	hng6	感嘆詞		1
844	唁	唁	jyn22	jyun6		(又)	1
845	唁	唁	jin22	jin6			1
846	唆	唆	ɬo53	slo1			1
847	唇	唇	ʃɐn21	san4			1
848	脣	唇	ʃɐn21	san4			1
849	唉	唉	∅ɐi53	ai1		(又)	1
850	唉	唉	∅ɐi22	ai6		(又)	1
851	唉	唉	∅ai53	aai1	表應答或嘆息，唉聲嘆氣		1
852	唉	唉	∅ai22	aai6	表惋惜		1
853	唐	唐	taŋ21	daang4			1
854	嘮	唠	lau21	laau4			1
855	喚	唤	wɐn22	wan6			1
856	唧	唧	tʃek3	zik2			1
857	唬	唬	hu33	hu2			1
858	售	售	ʃɐu22	sau6			1
859	唯	唯	wɐi21	wai4	唯獨		1
860	唱	唱	tʃʰiɐŋ55	ciang3			1
861	唾	唾	tʰo55	to3			1
862	啃	啃	hɐŋ33	hang2		(又)	1
863	啃	啃	kʰɐŋ33	kang2			1
864	啄	啄	tʃœk3	zoek2		(又)	1
865	啄	啄	tok3	duk2			1
866	商	商	ʃiɐŋ53	siang1			1
867	啊	啊	∅ɐt5	at3	打～啾[tʃʰiu53]，打噴嚏	(語)	1
868	啊	啊	∅a53	aa1	表驚訝		1
869	啊	啊	∅a24	aa5	表疑問		1
870	啊	啊	∅a21	aa4	表惋惜；吆～～，哇哇叫		1
871	啊	啊	∅a22	aa6	句首表應答或醒悟，句末表驚歎		1
872	啡	啡	fe55	fe3	茄哩啡，龍套，英語carefree	(外)	1
873	啡	啡	fi53	fi1	咖啡		1
874	啤	啤	pe53	be1	啤酒		1
875	啥	啥	ʃa33	saa2			1
876	啦	啦	la53	laa1	啦啦隊		1
877	啪	啪	pak5	baak3	啪子筒，唧水筒	(語)	1
878	啪	啪	pʰiɐk3	piak2	擬聲詞		1
879	囉	啰	lo53	lo1	囉嗦		1
880	囉	啰	lo21	lo4	嘍囉		1
881	囉	啰	lo55	lo3	助詞		1
882	嘯	啸	ɬiu55	sliu3			1
883	啼	啼	tɐi21	dai4			1
884	喂	喂	wui55	wui3		(又)	1
885	喂	喂	wɐi24	wai5	句首表引起注意、句末表祈使	(語)	1
886	喂	喂	wɐi55	wai3			1
887	餵	喂	wui55	wui3		(又)	1
888	餵	喂	wɐi55	wai3			1
889	善	善	ʃin22	sin6		(又)	1
890	善	善	ʃyn22	syun6			1
891	喇	喇	la33	laa2	喇叭		1
892	喇	喇	la53	laa1	喇嘛		1
893	喇	喇	lat24	laat5	哈喇		1
894	喉	喉	hɐu21	hau4			1
895	喊	喊	hɛm55	hem3		(白)	1
896	喊	喊	ham33	haam2			1
897	喘	喘	tʃʰyn33	cyun2			1
898	喜	喜	hi33	hi2			1
899	喝	喝	hat3	haat2			1
900	喧	喧	hyn53	hyun1			1
901	喳	喳	tʃa53	zaa1			1
902	噴	喷	pʰɐn53	pan1	訓斥	(語)	1
903	噴	喷	pʰɐn55	pan3	噴水；噴香		1
904	喻	喻	jy22	jyu6			1
905	嗅	嗅	hœŋ55	hoeng3	用鼻聞	(語)	1
906	嗅	嗅	tʃʰɐu55	cau3	嗅覺		1
907	嗓	嗓	ɬaŋ53	slaang1		(舊)	1
908	嗓	嗓	ɬaŋ33	slaang2			1
909	嗜	嗜	ʃi55	si3			1
910	嗡	嗡	wœŋ53	woeng1		(又)	1
911	嗡	嗡	∅œŋ53	oeng1			1
912	嗦	嗦	ɬo53	slo1			1
913	嗽	嗽	ɬɐu55	slau3			1
914	嘀	嘀	tek2	dik6	嘀咕		1
915	嘀	嘀	tek5	dik3	嘀嗒，又作滴答；硬～～，硬邦邦		1
916	嘉	嘉	ka53	gaa1			1
917	嘛	嘛	ma24	maa5	句末疑問詞，又作嗎字	(語)	1
918	嘛	嘛	ma21	maa4	喇嘛；助詞		1
919	嘛	嘛	ma55	maa3	助詞；唵嘛呢叭咪吽；<又>喇嘛		1
920	囑	嘱	tʃœk3	zoek2			1
921	嘲	嘲	tʃau53	zaau1			1
922	嘴	嘴	tʃui33	zui2			1
923	嘶	嘶	ɬɐi53	slai1		(又)	1
924	嘶	嘶	ɬi53	sli1			1
925	嘹	嘹	liu21	liu4			1
926	嘻	嘻	hi21	hi4	笑～～，元音象義	(又)	1
927	嘻	嘻	he21	he4	笑～～，又作哈字，元音象義	(又)	1
928	嘻	嘻	hi53	hi1			1
929	嘿	嘿	hi53	hi1	笑聲		1
930	嘿	嘿	mɐk24	mak5	同默字		1
931	器	器	hi55	hi3			1
932	噩	噩	ŋak24	ngaak5			1
933	噪	噪	tʃʰau55	caau3			1
934	譟	噪	tʃʰau55	caau3			1
935	嚎	嚎	hau21	haau4			1
936	囂	嚣	hiu53	hiu1			1
937	嚷	嚷	ŋiɐŋ22	ngiang6			1
938	嚼	嚼	tʃiɐk3	ziak2			1
939	囊	囊	naŋ21	naang4			1
940	囚	囚	tʃɐu21	zau4			1
941	四	四	ɬi55	sli3			1
942	回	回	wɐi21	wai4			1
943	迴	回	wɐi21	wai4			1
944	因	因	∅ɐn53	an1			1
945	團	团	tun21	dun4			1
946	糰	团	tun21	dun4			1
947	囤	囤	tɐn21	dan4			1
948	園	园	jyn21	jyun4			1
949	困	困	wɐn55	wan3	囚禁，與屈對轉，俗字圂/韞	(白)	1
950	困	困	kʷʰɐn55	kwan3			1
951	睏	困	kʷʰɐn55	kwan3		(文)	1
952	睏	困	wɐn55	wan3	累乏	(白)	1
953	囪	囱	tʰœŋ53	toeng1	煙囪，又作煙通	(語)	1
954	囪	囱	tʃʰœŋ53	coeng1	煙囪		1
955	囪	囱	tʃʰaŋ53	caang1	同窗字		1
956	囱	囱	tʰœŋ53	toeng1	煙囱，又作煙通	(語)	1
957	囱	囱	tʃʰœŋ53	coeng1	煙囱		1
958	囱	囱	tʃʰaŋ53	caang1	同窗字		1
959	圍	围	wɐi21	wai4			1
960	固	固	ku55	gu3			1
961	國	国	kok3	guk2			1
962	圖	图	tu21	du4			1
963	圃	圃	pʰu33	pu2			1
964	圓	圆	jyn21	jyun4			1
965	圈	圈	hyn53	hyun1	圓圈		1
966	圈	圈	kyn22	gyun6	豬圈		1
967	土	土	tʰu33	tu2			1
968	圣	圣	ʃeŋ55	sing3			1
969	聖	圣	ʃeŋ55	sing3			1
970	在	在	tʃai22	zaai6			1
971	地	地	ti22	di6			1
972	場	场	tʃiɐŋ21	ziang4			1
973	圾	圾	ɬap3	slaap2	垃圾，本字擸𢶍		1
974	址	址	tʃi33	zi2			1
975	均	均	kʷɐn53	gwan1		(又)	1
976	均	均	kʷʰɐn53	kwan1			1
977	坊	坊	foŋ53	fung1			1
978	坎	坎	kʰam33	kaam2			1
979	坏	坏	pʰui53	pui1	同坯字		1
980	坏	坏	wai22	waai6	同壞字		1
981	壞	坏	wai22	waai6			1
982	坐	坐	tʃu24	zu5			1
983	坑	坑	kʰɐŋ53	kang1			1
984	塊	块	wai55	waai3			1
985	堅	坚	kin53	gin1		(又)	1
986	堅	坚	kyn53	gyun1			1
987	壇	坛	tan21	daan4			1
988	壜	坛	tam21	daam4			1
989	罈	坛	pɐm22	bam6	裝米或酒的小口罈，古壯字⿰口罈	(訓)	1
990	罈	坛	tam21	daam4			1
991	垻	坝	pa55	baa3			1
992	壩	坝	pa55	baa3			1
993	墳	坟	fɐn21	fan4			1
994	墜	坠	tʃui22	zui6			1
995	坡	坡	pʰo53	po1			1
996	坤	坤	kʷʰɐn53	kwan1			1
997	坦	坦	tʰan33	taan2			1
998	坪	坪	peŋ21	bing4			1
999	坯	坯	pʰui53	pui1			1
1000	坷	坷	kʰo33	ko2			1
1001	垂	垂	ʃui21	sui4			1
1002	垃	垃	lap24	laap5	垃圾，本字擸𢶍		1
1003	壟	垄	lœŋ24	loeng5			1
1004	壠	垄	lœŋ24	loeng5	同壟字		1
1005	型	型	heŋ21	hing4			1
1006	壘	垒	lui53	lui1	一～堆，一大堆，或作磊䇏/累墜/礧䃍	(又)	1
1007	壘	垒	lui24	lui5	堡壘		1
1008	垛	垛	to22	do6			1
1009	垢	垢	kɐu55	gau3			1
1010	墾	垦	hɐn33	han2			1
1011	墊	垫	tim22	dim6	訓讀簟	(訓)	1
1012	垮	垮	kʷʰa53	kwaa1			1
1013	埂	埂	kɐŋ33	gang2			1
1014	埃	埃	∅ai53	aai1	埃及；塵埃		1
1015	埋	埋	mai21	maai4			1
1016	城	城	ʃeŋ21	sing4			1
1017	域	域	wek24	wik5			1
1018	埠	埠	fɐu22	fau6	商埠		1
1019	埠	埠	pu22	bu6	埠頭，又作埗字；石埠，地名		1
1020	培	培	pui21	bui4			1
1021	基	基	ki53	gi1			1
1022	堂	堂	taŋ21	daang4			1
1023	堆	堆	tui53	dui1			1
1024	墮	堕	to22	do6			1
1025	堡	堡	pau33	baau2			1
1026	堤	堤	tɐi21	dai4			1
1027	堪	堪	kʰam53	kaam1			1
1028	堰	堰	jin55	jin3			1
1029	堵	堵	tu33	du2			1
1030	塌	塌	tʰap3	taap2			1
1031	塑	塑	ɬu55	slu3			1
1032	塔	塔	tʰap3	taap2			1
1033	塘	塘	taŋ21	daang4			1
1034	塞	塞	ɬɐk3	slak2	塞車		1
1035	塞	塞	ʃai55	saai3	邊塞		1
1036	填	填	tin21	din4			1
1037	境	境	keŋ33	ging2			1
1038	墅	墅	ʃy24	syu5			1
1039	墓	墓	mu22	mu6			1
1040	墻	墙	tʃiɐŋ21	ziang4			1
1041	牆	墙	tʃiɐŋ21	ziang4			1
1042	增	增	tʃɐŋ53	zang1			1
1043	墟	墟	hy53	hyu1			1
1044	墨	墨	mɐk24	mak5			1
1045	墩	墩	tɐn33	dan2		(白)	1
1046	墩	墩	tɐn53	dan1			1
1047	壁	壁	pek3	bik2			1
1048	壤	壤	ŋiɐŋ22	ngiang6			1
1049	士	士	ʃɐi22	sai6			1
1050	壬	壬	ȵɐm21	njam4			1
1051	壯	壮	tʃaŋ55	zaang3			1
1052	聲	声	ʃeŋ53	sing1			1
1053	殼	壳	hak3	haak2			1
1054	壺	壶	hu21	hu4			1
1055	壹	壹	∅ɐt3	at2			1
1056	處	处	tʃʰy33	cyu2	相處，處理		1
1057	處	处	tʃʰy55	cyu3	處所，到處		1
1058	備	备	pi22	bi6			1
1059	复	复	fœk3	foek2			1
1060	復	复	fœk2	foek6		(又)	1
1061	復	复	fœk3	foek2			1
1062	複	复	fœk3	foek2			1
1063	夏	夏	ja22	jaa6			1
1064	夕	夕	tʃek2	zik6			1
1065	外	外	wai22	waai6			1
1066	多	多	to53	do1			1
1067	夜	夜	je22	je6	夜來香	(文)	1
1068	夜	夜	ja22	jaa6	半夜	(白)	1
1069	夠	够	kɐu55	gau3			1
1070	大	大	tai22	daai6			1
1071	天	天	tʰin53	tin1			1
1072	太	太	tʰai55	taai3			1
1073	夫	夫	fu53	fu1	夫妻		1
1074	夫	夫	fu21	fu4	悲夫		1
1075	夭	夭	jiu53	jiu1			1
1076	央	央	jiɐŋ53	jiang1			1
1077	夯	夯	haŋ53	haang1			1
1078	失	失	ʃɛt3	set2	忔[ŋɛt3]～，吝嗇	(語)	1
1079	失	失	ʃɐt3	sat2	失去		1
1080	頭	头	tɐu21	dau4			1
1081	夷	夷	ji21	ji4			1
1082	夸	夸	kʷʰa53	kwaa1			1
1083	誇	夸	kʷʰa53	kwaa1			1
1084	夾	夹	kap3	gaap2	夾層	(文)	1
1085	夾	夹	kɛp2	gep6	夾裙，又作裌裙	(又)	1
1086	夾	夹	kɛp3	gep2	鐵夾，夾住	(白)	1
1087	奪	夺	tut2	dut6			1
1088	奇	奇	ki21	gi4	奇怪		1
1089	奇	奇	ki53	gi1	奇數		1
1090	奈	奈	nai22	naai6			1
1091	奉	奉	fœŋ22	foeng6			1
1092	奮	奋	fɐn24	fan5			1
1093	奏	奏	tʃɐu55	zau3			1
1094	契	契	kʰi55	ki3		(又)	1
1095	契	契	kʰɐi55	kai3			1
1096	奔	奔	pɐn53	ban1			1
1097	奬	奖	tʃiɐŋ33	ziang2			1
1098	獎	奖	tʃiɐŋ33	ziang2			1
1099	套	套	tʰau55	taau3			1
1100	奠	奠	tin22	din6			1
1101	奢	奢	tʃʰe53	ce1	奢侈的逆同化	(又)	1
1102	奢	奢	ʃe53	se1			1
1103	奧	奥	∅au55	aau3			1
1104	女	女	ny24	nyu5	女人		1
1105	奴	奴	nu21	nu4			1
1106	奶	奶	nai24	naai5			1
1107	奸	奸	kan53	gaan1			1
1108	姦	奸	kan53	gaan1			1
1109	她	她	tʰa53	taa1			1
1110	好	好	hau55	haau3	喜好		1
1111	好	好	hau33	haau2	好壞		1
1112	如	如	jy21	jyu4			1
1113	妃	妃	fi53	fi1			1
1114	妄	妄	moŋ22	mung6			1
1115	妝	妆	tʃaŋ53	zaang1			1
1116	婦	妇	fu22	fu6			1
1117	媽	妈	ma55	maa3			1
1118	妒	妒	tu22	du6			1
1119	妬	妒	tu22	du6			1
1120	妓	妓	ki22	gi6			1
1121	妖	妖	jiu53	jiu1			1
1122	妙	妙	miu22	miu6			1
1123	妥	妥	tʰo33	to2			1
1124	妨	妨	foŋ21	fung4			1
1125	妮	妮	nɐi21	nai4			1
1126	妹	妹	mui55	mui3	妹仔	(白)	1
1127	妹	妹	mui22	mui6	姊妹		1
1128	妻	妻	tʃʰɐi53	cai1			1
1129	姆	姆	mu24	mu5			1
1130	姊	姊	tʃi33	zi2			1
1131	始	始	tʃʰi33	ci2			1
1132	姐	姐	tʃe33	ze2			1
1133	姑	姑	ku53	gu1			1
1134	姓	姓	ɬeŋ55	sling3			1
1135	委	委	wɐi33	wai2			1
1136	姚	姚	jiu21	jiu4			1
1137	姜	姜	kiɐŋ53	giang1			1
1138	薑	姜	kiɐŋ53	giang1			1
1139	姥	姥	lau24	laau5	姥姥		1
1140	姥	姥	mu24	mu5	老婦人		1
1141	姨	姨	ji21	ji4			1
1142	姻	姻	∅ɐn53	an1			1
1143	姿	姿	tʃi53	zi1			1
1144	威	威	wɐi53	wai1			1
1145	娃	娃	wa53	waa1			1
1146	婁	娄	lɐu21	lau4			1
1147	嬌	娇	kiu53	giu1			1
1148	娘	娘	niɐŋ55	niang3	同孃字	(白)	1
1149	娘	娘	niɐŋ53	niang1	同孃字	(語)	1
1150	娘	娘	niɐŋ21	niang4	新娘		1
1151	孃	娘	niɐŋ55	niang3	阿孃，母之妹	(白)	1
1152	孃	娘	niɐŋ53	niang1	老孃，母親的敘稱	(語)	1
1153	孃	娘	niɐŋ21	niang4	爹孃		1
1154	娜	娜	na21	naa4	人名		1
1155	娜	娜	no21	no4	婀娜		1
1156	娟	娟	kyn53	gyun1			1
1157	娥	娥	ŋo21	ngo4			1
1158	娛	娱	jy21	jyu4			1
1159	娶	娶	tʃʰu33	cu2		(白)	1
1160	娶	娶	tʃʰy33	cyu2			1
1161	婆	婆	pu21	bu4			1
1162	婉	婉	jyn33	jyun2		(又)	1
1163	婉	婉	wun33	wun2			1
1164	婚	婚	wɐn53	wan1			1
1165	婪	婪	lam21	laam4			1
1166	嬰	婴	∅eŋ53	ing1			1
1167	嬸	婶	ʃɐm33	sam2			1
1168	壻	婿	ɬɐi55	slai3			1
1169	婿	婿	ɬɐi55	slai3			1
1170	媒	媒	mui21	mui4			1
1171	媚	媚	mi22	mi6			1
1172	媳	媳	ɬek3	slik2			1
1173	嫁	嫁	ka55	gaa3			1
1174	嫂	嫂	ɬau33	slaau2			1
1175	嫉	嫉	tʃɐt2	zat6			1
1176	嫌	嫌	him21	him4		(白)	1
1177	嫌	嫌	jim21	jim4			1
1178	嫩	嫩	nun22	nun6			1
1179	子	子	tʃi33	zi2			1
1180	孔	孔	kʰœŋ33	koeng2			1
1181	孕	孕	ȵɐn22	njan6			1
1182	字	字	tʃi22	zi6			1
1183	存	存	tʃon21	zon4			1
1184	孫	孙	ɬun53	slun1			1
1185	孝	孝	hau55	haau3			1
1186	孟	孟	miɐŋ22	miang6		(老派)	1
1187	孟	孟	maŋ24	maang5			1
1188	季	季	ki55	gi3			1
1189	孤	孤	ku53	gu1			1
1190	學	学	hak2	haak6			1
1191	孩	孩	hai21	haai4			1
1192	孵	孵	fu53	fu1			1
1193	孽	孽	nit24	nit5		(又)	1
1194	孽	孽	nip24	nip5			1
1195	宁	宁	neŋ21	ning4	同寧字		1
1196	宁	宁	tʃy24	zyu5	門屏之間		1
1197	寧	宁	neŋ21	ning4			1
1198	甯	宁	neŋ21	ning4	同寧字		1
1199	它	它	tʰa53	taa1			1
1200	宅	宅	tʃiɐk2	ziak6			1
1201	宇	宇	jy24	jyu5			1
1202	守	守	ʃɐu33	sau2			1
1203	安	安	∅an53	aan1			1
1204	宋	宋	ɬœŋ55	sloeng3			1
1205	完	完	jyn21	jyun4			1
1206	宏	宏	hœŋ21	hoeng4			1
1207	宗	宗	tʃœŋ53	zoeng1			1
1208	官	官	kun53	gun1			1
1209	宙	宙	tʃɐu22	zau6			1
1210	定	定	teŋ22	ding6	穩定		1
1211	宛	宛	jyn33	jyun2		(又)	1
1212	宛	宛	wun33	wun2			1
1213	宜	宜	ni21	ni4			1
1214	寶	宝	pau33	baau2			1
1215	實	实	ʃɐt2	sat6			1
1216	寵	宠	tʃʰœŋ33	coeng2			1
1217	審	审	ʃɐm33	sam2			1
1218	客	客	hiɐk3	hiak2			1
1219	宣	宣	ɬyn53	slyun1			1
1220	室	室	ʃɐt3	sat2			1
1221	宦	宦	wan22	waan6			1
1222	憲	宪	hyn55	hyun3		(又)	1
1223	憲	宪	hin55	hin3			1
1224	宮	宫	kœŋ53	goeng1			1
1225	宰	宰	tʃai33	zaai2			1
1226	害	害	hai22	haai6			1
1227	宴	宴	jyn55	jyun3		(又)	1
1228	宴	宴	jin55	jin3			1
1229	宵	宵	ɬiu53	sliu1			1
1230	傢	家	ka53	gaa1			1
1231	家	家	ka53	gaa1			1
1232	容	容	jœŋ21	joeng4			1
